statement,year,region,text,spd,cdu/csu,die linke,grüne,fdp,freie wähler bayern,ssw,wasg,npd,rep,familie,die tierschutzpartei,pbc,mlpd,büso,bp,psg,zentrum,adm,die violetten,dkp,dvu,fwd,ödp,piraten,rentner,rrp,die frauen,volksabstimmung,cm,50plus,auf,die grauen,ede,fbi,volksentscheide,fw freie wähler,newropeans,die partei,bgd,ddp,freie union,pro nrw,big,fbi freie wähler,rsb,tierschutzpartei,appd,b,pro deutschland,die freiheit,deutsche konservative,unabhängige,biw,bbl,dialog grundeinkommen,b+b,bip,freie wähler bremen,für bremerhaven,pdb,bü-mi,freie wähler,fbi/freie wähler,partei der vernunft,direkte demokratie,mud,frauenliste,die franken,bündnis 21/rrp,afd,partei der nichtwähler,die freiheit niedersachsen,bvb / freie wähler,dsu,kpd,hhbl,liberale,alfa,tierschutzallianz,bündnis c,die rechte,menschliche welt,graue panther,gesundheitsforschung,iii. weg,die einheit,fbm,pdv,sgp,allianz deutscher demokraten,b*,bge,dib,dm,du.,die humanisten,v-partei³,fbi/fwg,tierschutzliste,ad-demokraten nrw,aufbruch c,dbd,jed,schöner leben,reformer,lkr,z.sh,mut,ad-demokraten,wir,tierschutz hier!,die direkte!,diem25,liebe,nl,ökolinx,partei für die tiere,volt,adpm,blaue #teampetry,blaue #teampetry thüringen,ödp / familie ..,volt hamburg,tierschutz hier! hamburg,diebasis,eine für alle - partei,klimalistebw,w2020,bildet berlin!,die neuen demokraten,bündnis21,klimaliste berlin,mieterpartei,team todenhöfer,bürgerbewegung,pdf,lfk,freier horizont,fpa,klimaliste rlp e. v.,klimaliste st,wir2020
8,2018,bayern,In bayerischen Städten und Gemeinden soll keine Mietpreisbremse gelten.,1,2,1.0,1,0,,,,,,,,,,,2.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,0.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2018,bayern,In den bayerischen Schulen soll flächendeckend islamischer Religionsunterricht angeboten werden.,0,1,1.0,0,1,,,,,,,,,,,1.0,,,,,,,,0.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,2.0,,,,,,0.0,,1.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,1.0,0.0,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2018,bayern,"Bayern soll sich dafür einsetzen, dass alle Studierenden BAföG unabhängig vom Einkommen ihrer Eltern erhalten können.",0,2,0.0,0,0,,,,,,,,,,,0.0,,,,,,,,1.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2018,bayern,Bayerische Polizistinnen und Polizisten sollen bei allen Einsätzen eine individuelle Kennzeichnung tragen.,0,1,0.0,0,0,,,,,,,,,,,2.0,,,,,,,,1.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,1.0,,,,,,0.0,,1.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2018,bayern,Die Anerkennung von im Ausland erworbenen Berufsabschlüssen in der Pflege soll vereinfacht werden.,0,0,0.0,0,0,,,,,,,,,,,0.0,,,,,,,,1.0,0.0,,,,,,,,,,,,,,2.0,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,1.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,2018,bayern,Die Videoüberwachung auf öffentlichen Plätzen soll ausgeweitet werden.,0,0,1.0,1,1,,,,,,,,,,,1.0,,,,,,,,0.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,1.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,2018,bayern,Für die Gehälter der Bischöfe soll der Freistaat keine Zahlungen an die Kirchen mehr leisten.,1,1,0.0,0,0,,,,,,,,,,,1.0,,,,,,,,1.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,1.0,,,,,,2.0,,0.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,2018,bayern,Der Freistaat soll Bau und Erwerb von selbstgenutzten Wohnimmobilien für Familien mit Kindern finanziell unterstützen.,0,0,1.0,1,0,,,,,,,,,,,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,0.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2018,bayern,Die zulässige Höchstgeschwindigkeit soll auf allen bayerischen Fernverkehrsstraßen gesenkt werden.,0,1,0.0,0,1,,,,,,,,,,,1.0,,,,,,,,0.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,0.0,,,,,,,,,,,,,,,,1.0,,,,,,2.0,,1.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,0.0,,,,,,,,,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2018,bayern,Asylbewerberinnen und -bewerber sollen bis zum Ende ihres Asylverfahrens an wenigen zentralen Standorten in Bayern untergebracht werden.,1,0,1.0,1,1,,,,,,,,,,,2.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,0.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,2018,bayern,In Bayern soll es für Weiterbildungen ein Recht auf Freistellung von der Arbeit geben.,0,1,0.0,0,2,,,,,,,,,,,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,2018,bayern,Der Mindestabstand von Windrädern zur Wohnbebauung soll verringert werden.,0,1,0.0,0,1,,,,,,,,,,,1.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,0.0,,,,,,2.0,,1.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,2018,bayern,Der Freistaat soll sich für eine staatliche Regulierung des Milchpreises einsetzen.,1,2,0.0,2,1,,,,,,,,,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,2.0,,0.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,2018,bayern,Die Erinnerung an die Verbrechen des Nationalsozialismus muss zentraler Bestandteil der Schulausbildung bleiben.,0,0,0.0,0,0,,,,,,,,,,,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,1.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,2018,bayern,Der Freistaat soll die Niederlassung von Ärztinnen und Ärzten im ländlichen Raum stärker finanziell fördern.,0,0,0.0,0,0,,,,,,,,,,,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,0.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,0.0,1.0,,,,,,,,,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,2018,bayern,"Schülerinnen und Schüler, Studierende sowie Auszubildende in Bayern sollen den ÖPNV gebührenfrei nutzen dürfen.",0,0,0.0,0,2,,,,,,,,,,,2.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,1.0,,,,,,0.0,,0.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,2018,bayern,"Empfängerinnen und Empfängern von Arbeitslosengeld II (""Hartz IV"") sollen auch weiterhin Leistungen gekürzt werden können, wenn sie Jobangebote ablehnen.",1,0,1.0,1,0,,,,,,,,,,,0.0,,,,,,,,0.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,0.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,2018,bayern,"In den bayerischen Alpen soll der Bau von Seilbahnen, Skiabfahrten und Straßen in mehr Gebieten als bisher verboten sein.",0,2,0.0,0,2,,,,,,,,,,,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,1.0,,,,,,0.0,,0.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,0.0,,,,,,,,,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,2018,bayern,Zuwanderer sollen neben dem Sprachunterricht auch Wertekunde besuchen müssen.,1,0,1.0,1,0,,,,,,,,,,,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,0.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,0.0,1.0,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,2018,bayern,In Bayern soll die Bebauung von landwirtschaftlichen oder naturbelassenen Flächen gesetzlich begrenzt werden.,0,2,0.0,0,1,,,,,,,,,,,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,1.0,,,,,,0.0,,0.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,1.0,0.0,,,,,,,,,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,2018,bayern,Bei Kommunalwahlen sollen alle dauerhaft in Bayern wohnenden Ausländerinnen und Ausländer wählen dürfen.,0,1,0.0,0,0,,,,,,,,,,,1.0,,,,,,,,1.0,0.0,,,,,,,,,,,,,,2.0,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,2.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,2018,bayern,Die bayerischen Universitäten sollen Diplom- und Magisterstudiengänge anstelle des Bachelor- und Masterstudiums anbieten.,1,2,1.0,1,1,,,,,,,,,,,0.0,,,,,,,,0.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,0.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,2018,bayern,Der Flughafen München soll eine dritte Startbahn bekommen.,1,0,1.0,1,0,,,,,,,,,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,2.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,1.0,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,2018,bayern,Die ökologische Landwirtschaft soll vom Land vorrangig gefördert werden.,0,2,0.0,0,1,,,,,,,,,,,2.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,1.0,,,,,,0.0,,1.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,1.0,0.0,,,,,,,,,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,2018,bayern,"In der Schule soll vorrangig das traditionelle Familienbild (Vater, Mutter und Kinder) vermittelt werden.",1,0,1.0,1,1,,,,,,,,,,,0.0,,,,,,,,0.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,0.0,,0.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,2018,bayern,Die Bayerische Grenzpolizei soll abgeschafft werden.,0,1,0.0,0,0,,,,,,,,,,,1.0,,,,,,,,2.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,1.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,2018,bayern,"Alle Schülerinnen und Schüler mit Behinderungen sollen ausschließlich an allgemeinen Schulen (z.B. Grundschule, Mittelschule, Realschule und Gymnasium) unterrichtet werden.",0,1,0.0,1,1,,,,,,,,,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,2018,bayern,"Das ""Tanzverbot"" an den stillen Tagen (z.B. Karfreitag, Volkstrauertag) soll beibehalten werden.",1,0,1.0,1,1,,,,,,,,,,,0.0,,,,,,,,0.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,1.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,2018,bayern,Die Amtszeit des Bayerischen Ministerpräsidenten soll begrenzt werden.,1,0,2.0,1,0,,,,,,,,,,,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,0.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,0.0,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,2018,bayern,Bei Landtagswahlen sollen Jugendliche ab 16 Jahren wählen dürfen.,0,1,0.0,0,0,,,,,,,,,,,1.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2018,hessen,Das Nachtflugverbot am Frankfurter Flughafen soll ausgeweitet werden.,0,1,0.0,0,1,,,,0.0,,,,,,1.0,,,,,1.0,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,1.0,,,,,,,,0.0,,,,,,,,,,0.0,,0.0,0.0,2.0,,,,,,,,2.0,,,,1.0,0.0,,,,,,,,,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2018,hessen,In Hessen soll die Mietpreisbremse wieder abgeschafft werden.,1,2,1.0,1,0,,,,0.0,,,,,,1.0,,,,,0.0,,,,2.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,2.0,,,,,,,,0.0,,,,,,,,,,1.0,,1.0,1.0,2.0,,,,,,,,2.0,,,,0.0,1.0,,,,,,,,,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2018,hessen,Verpflichtender Ganztagsunterricht soll an mehr weiterführenden Schulen in Hessen eingeführt werden.,0,1,0.0,0,1,,,,1.0,,,,,,2.0,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,0.0,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,2.0,,1.0,0.0,2.0,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2018,hessen,In Hessen sollen weiterhin Windkraftanlagen in Waldgebieten gebaut werden können.,0,0,0.0,0,1,,,,1.0,,,,,,1.0,,,,,1.0,,,,2.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,2.0,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,0.0,,0.0,1.0,2.0,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2018,hessen,Hessen soll weiterhin abgelehnte Asylbewerberinnen und -bewerber aus Afghanistan in ihr Heimatland abschieben.,1,0,1.0,1,0,,,,0.0,,,,,,1.0,,,,,0.0,,,,2.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,2.0,,,,,,,,0.0,,,,,,,,,,0.0,,2.0,0.0,2.0,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2018,hessen,"Betriebe in Hessen, die nicht ausbilden, sollen eine Abgabe zahlen.",0,1,0.0,1,1,,,,0.0,,,,,,2.0,,,,,0.0,,,,2.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,0.0,,0.0,0.0,2.0,,,,,,,,1.0,,,,1.0,0.0,,,,,,,,,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2018,hessen,In hessischen Städten soll es keine Fahrverbote für Dieselfahrzeuge geben.,0,0,0.0,0,0,,,,0.0,,,,,,0.0,,,,,1.0,,,,2.0,0.0,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,2.0,,1.0,0.0,2.0,,,,,,,,1.0,,,,0.0,1.0,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2018,hessen,Projekte gegen Rechtsextremismus sollen weiterhin gefördert werden.,0,0,0.0,0,0,,,,1.0,,,,,,2.0,,,,,0.0,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,2.0,,,,,,,,,,0.0,,0.0,1.0,2.0,,,,,,,,0.0,,,,0.0,0.0,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2018,hessen,Haushaltsüberschüsse des Landes sollen vorrangig für den Schuldenabbau verwendet werden.,1,0,1.0,2,0,,,,2.0,,,,,,1.0,,,,,0.0,,,,0.0,1.0,,,,,,,,,,,,,,0.0,,,,,,,,1.0,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,0.0,,1.0,0.0,2.0,,,,,,,,1.0,,,,0.0,0.0,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2018,hessen,An hessischen Schulen soll die Grundschule bis zur sechsten Klasse ausgeweitet werden.,1,1,0.0,1,1,,,,1.0,,,,,,0.0,,,,,1.0,,,,1.0,0.0,,,,,,,,,,,,,,1.0,,,,,,,,0.0,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,0.0,,0.0,0.0,2.0,,,,,,,,0.0,,,,0.0,0.0,,,,,,,,,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2018,hessen,Alle dauerhaft in Hessen wohnenden Nicht-EU-Ausländerinnen und -Ausländer sollen an den Kommunalwahlen teilnehmen dürfen.,0,1,0.0,0,1,,,,1.0,,,,,,0.0,,,,,2.0,,,,2.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,2.0,,,,,,,,1.0,,,,,,,,,,1.0,,2.0,1.0,2.0,,,,,,,,0.0,,,,0.0,0.0,,,,,,,,,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2018,hessen,Die Kommunen sollen keine Beiträge der Grundstückseigentümerinnen und -eigentümer bei Straßensanierungen erheben dürfen.,0,1,0.0,1,1,,,,0.0,,,,,,1.0,,,,,0.0,,,,2.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,0.0,,2.0,0.0,2.0,,,,,,,,2.0,,,,0.0,0.0,,,,,,,,,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2018,hessen,"An hessischen Schulen soll ausschließlich das traditionelle Familienbild (Vater, Mutter, Kinder) vermittelt werden.",1,2,1.0,1,1,,,,0.0,,,,,,0.0,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,0.0,,,,,,,,,,0.0,,1.0,1.0,2.0,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,2018,hessen,In Hessen sollen keine weiteren Krankenhäuser privatisiert werden.,0,1,0.0,2,1,,,,0.0,,,,,,0.0,,,,,0.0,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,0.0,,0.0,0.0,2.0,,,,,,,,0.0,,,,0.0,0.0,,,,,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,2018,hessen,Bei der Videoüberwachung öffentlicher Plätze in Hessen soll die Gesichtserkennung eingesetzt werden können.,1,0,1.0,1,1,,,,1.0,,,,,,1.0,,,,,2.0,,,,0.0,1.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,1.0,,,,,,,,0.0,,,,,,,,,,0.0,,1.0,1.0,2.0,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,2018,hessen,"Das Land soll sich dafür einsetzen, dass Heimatkunde an weiterführenden Schulen in Hessen in den Lehrplan aufgenommen werden soll.",1,0,1.0,1,1,,,,0.0,,,,,,0.0,,,,,0.0,,,,0.0,1.0,,,,,,,,,,,,,,0.0,,,,,,,,1.0,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,0.0,,2.0,0.0,2.0,,,,,,,,2.0,,,,1.0,1.0,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2018,hessen,Ökologische Landwirtschaft soll bei der Förderung aus Landesmitteln Vorrang vor konventioneller Landwirtschaft haben.,0,1,0.0,0,1,,,,0.0,,,,,,1.0,,,,,0.0,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,2.0,,,,,,,,0.0,,,,,,,,,,0.0,,0.0,0.0,2.0,,,,,,,,0.0,,,,1.0,0.0,,,,,,,,,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2018,hessen,Die Verbrechen der nationalsozialistischen Diktatur sollen weiterhin zentraler Bestandteil der hessischen Erinnerungskultur sein.,0,0,0.0,0,0,,,,1.0,,,,,,0.0,,,,,1.0,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,0.0,,2.0,0.0,2.0,,,,,,,,0.0,,,,0.0,0.0,,,,,,,,,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,2018,hessen,"Unternehmen, die Aufträge vom Land erhalten, sollen einen höheren Mindestlohn (Landesmindestlohn) zahlen müssen.",0,1,0.0,1,1,,,,0.0,,,,,,0.0,,,,,1.0,,,,0.0,2.0,,,,,,,,,,,,,,0.0,,,,,,,,2.0,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,1.0,,0.0,0.0,2.0,,,,,,,,0.0,,,,1.0,0.0,,,,,,,,,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,2018,hessen,Förderschulen für Kinder mit Behinderung sollen in Hessen erhalten bleiben.,0,0,1.0,2,0,,,,0.0,,,,,,0.0,,,,,0.0,,,,0.0,0.0,,,,,,,,,,,,,,2.0,,,,,,,,0.0,,,,,,,,,,,,,,,,2.0,,,,,,,,0.0,,,,,,,,,,0.0,,2.0,0.0,2.0,,,,,,,,0.0,,,,0.0,0.0,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,2018,hessen,"Die kommunale Grundversorgung (Gas, Wasser, Strom und Abfall) soll ausschließlich in öffentlicher Hand sein.",0,1,0.0,2,1,,,,0.0,,,,,,0.0,,,,,0.0,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,0.0,,0.0,0.0,2.0,,,,,,,,0.0,,,,0.0,0.0,,,,,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,2018,hessen,In Hessen sollen keine weiteren Moscheen gebaut werden.,1,1,1.0,1,1,,,,0.0,,,,,,1.0,,,,,0.0,,,,2.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,2.0,,,,,,,,0.0,,,,,,,,,,0.0,,1.0,0.0,2.0,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
